brainrot,original_normal,training_normal,action,reason,source_file,source_dataset
"autocorrect changing normal words into nonsense again 😩📱 basic vocabulary fail fr, tech pls 🙏 infuriating",My phone keeps autocorrecting common words.,My phone keeps autocorrecting common words.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"autocorrect inventin new words again 🤬📱 makes my texts make zero sense, just stop pls 🙏 typing struggle",My phone keeps autocorrecting to weird words.,My phone keeps autocorrecting to weird words.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
autocorrect is trying to RUIN MY LIFE 🤬📱 autocorrect fail compilation incoming 😭 just let me type DUCKING 🙏,My phone keeps autocorrecting incorrectly.,My phone keeps autocorrecting incorrectly.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
autocorrect suggestions getting WILD fr 🦆📱 where does it get these words?? AI gone rogue 🙏😂,My phone keeps suggesting weird autocorrects.,My phone keeps suggesting weird autocorrects.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
autotune my trauma,I hate my voice,I hate my voice,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"autumn air just hits different & feels crisp ✨🍂 peak cozy weather fr, sweater szn activated 🙏 refreshing",I love the crispness of autumn air.,I love the crispness of autumn air.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"autumn air just hits different ✨🍂 crisp & cool, peak cozy szn vibes 🙏😌🎃",I love the crisp air in autumn.,I love the crisp air in autumn.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"autumn leaves palette is UNMATCHED ✨🍁 vibrant af, nature flexing its beauty fr 🙏🍂 aesthetic goals",I love the vibrant colors of autumn leaves.,I love the vibrant colors of autumn leaves.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
award for most consistent breakdown goes to me,I feel like a failure,I feel like a failure,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
aww lowkey that was real thoughtful fr ✨ appreciate the gesture king/queen 🙏 hits the feels,That was thoughtful.,That was thoughtful.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
aww that was mad kind fr ✨ gesture appreciated king/queen 🙏 restores faith,That was a kind gesture.,That was a kind gesture.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
aww thats hella kind fr ✨ appreciate the niceness queen/king 🙏 good soul vibes,That's very kind.,That's very kind.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
aww thats mad thoughtful fr 🥺 appreciate u king/queen ✨💖,That is very thoughtful of you.,That is very thoughtful of you.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"awww that gift was SO sweet 😭🎁 genuinely thoughtful, right in the feels ✨🥹",That was a really thoughtful gift.,That was a really thoughtful gift.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"babbling brook sounds like nature's chillhop ✨🏞️ peaceful water music fr, calming vibes 🙏😌",I love the sound of a babbling brook.,I love the sound of a babbling brook.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
back ache demands the heating pad fr 🔥😩 melt the muscle tension away 🙏 warm relief,My back needs a heating pad.,My back needs a heating pad.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
back feelin so outta wack it needs professional cracking 😩🦴 chiro visit pending maybe? 🙏 alignment SOS,My back needs a chiropractor.,My back needs a chiropractor.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"back feeling compressed like luggage 😩 gotta stretch it out fr, find relief 🙏 posture reset",I need to stretch my back.,I need to stretch my back.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"back protesting lack of support rn 😩 need better chair or cushion STAT fr, spinal health plea 🙏 sit right!",My back needs support.,My back needs support.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"back protesting this chair/lack of support rn 😩 needs better ergonomics fr, spinal alignment pls 🙏 lumbar support where?",My back needs more support.,My back needs more support.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"back screaming for a massage rn 😩 knots on knots fr, send masseuse STAT 🙏 muscle relief needed",My back needs a good massage.,My back needs a good massage.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
back soreness activated 😩 maybe slept wrong or workout went too hard? ouch 🙏 send relief,My back feels sore.,My back feels sore.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
back table at that restaurant is the best spot iykyk,The back table at that restaurant is the best spot.,The back table at that restaurant is the best spot.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
back when i wasn't fried n my spark still worked,I miss the old me.,I miss the old me.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
back when we still texted like we cared,I miss the way it was.,I miss the way it was.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"backache demands the electric blanket rn 🔥😩 warm relief needed STAT, melt the pain away 🙏 muscle soothe",My back needs a heating pad.,My back needs a heating pad.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"backpack holdin on by a single thread 😩🎒 gotta replace that trusty bag fr, RIP loyal companion 🙏 upgrade needed",I need to replace my worn-out backpack.,I need to replace my worn-out backpack.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"bacon sizzling = breakfast calling my name ✨🥓 best sound & smell fr, hungry activated 🙏🤤 need",I love the sound of sizzling bacon.,I love the sound of sizzling bacon.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
bad ending unlocked. retry unavailable,It didn't have to end like this.,It didn't have to end like this.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
baking shows are stressful but delicious looking ✨🎂 enjoy the fancy cake drama fr 🙏 wanna eat everything,I enjoy watching baking competition shows.,I enjoy watching baking competition shows.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"bank account lookin anorexic rn 💸 gotta save hardcore fr, build the stash 🙏 be frugal maybe?",I need to save.,I need to save.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"bank account need CPR 💸 gotta save that paper fr, future goals 🙏 budget life",I need to save.,I need to save.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
bare minimum feels like luxury,I want to be loved right,I want to be loved right,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"barefoot grass walking = peak grounding ✨🌿 connects u to earth fr, simple sensory joy 🙏 nature hug",I love the feeling of walking barefoot on grass.,I love the feeling of walking barefoot on grass.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
barely held together by memes and vibes,I'm trying to hold it together,I'm trying to hold it together,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"battery 0%, no charger in sight",I'm mentally drained,I'm mentally drained,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
battery low. soul buffering. pls wait...,I can't go on like this.,I can't go on like this.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"battling flat-pack furniture was my personal boss fight this afternoon Furniture 1, Me 0 😭✋ send help and maybe an adultier adult who can read instructions","I spent the afternoon attempting to assemble flat-pack furniture, an endeavor that tested my patience and spatial reasoning skills to their absolute limits.","I spent the afternoon attempting to assemble flat-pack furniture, an endeavor that tested my patience and spatial reasoning skills to their absolute limits.",keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"beach calling my name HEAVY ☀️🌊 lets hit the coast fr, vitamin sea required 🙏 salty escape",Let's go to the beach.,Let's go to the beach.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"beach calling my nameeee ☀️🌊 lets get some sand & sea fr, recharge needed 🙏 coastal escape",Let's visit the beach.,Let's visit the beach.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
beach day anyone? ☀️🌊 need some sun & sand fr 🙏 ocean therapy time,Let's go to the beach.,Let's go to the beach.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"beach day mandatory soon ☀️🌊 need ocean therapy fr, sand & waves calling 🙏 vitamin sea",Let's visit the beach.,Let's visit the beach.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"beach escape needed STAT ☀️🌊 lets hit the coast fr, salty air & sun 🙏 ocean recharge",Let's visit the beach.,Let's visit the beach.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
beach walks are peak relaxation ✨🌊 ocean breeze + sand + waves = therapy 🙏 coastal grandma vibes,I enjoy walking on the beach.,I enjoy walking on the beach.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
