input_text,target_text,task_type,source,quality_label,reason,raw_input,raw_target
"gotta be ALL IN on this fr 🙏 unwavering commitment needed, no half measures ✨💯 dedication station",This requires unwavering commitment.,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,"gotta be ALL IN on this fr 🙏 unwavering commitment needed, no half measures ✨💯 dedication station",This requires unwavering commitment.
her values dont bend fr ✨💯 steadfast queen stays true to her core beliefs 🙏 integrity goals,She remains steadfast in her values.,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,her values dont bend fr ✨💯 steadfast queen stays true to her core beliefs 🙏 integrity goals,She remains steadfast in her values.
"sleep schedule followin zero logic rn 😴 erratic af, sleep when i can vibes 🙏 body clock confused",My sleep schedule is erratic.,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,"sleep schedule followin zero logic rn 😴 erratic af, sleep when i can vibes 🙏 body clock confused",My sleep schedule is erratic.
his photos look like art fr ✨📸 talented photography king captures beauty 🙏 eye for aesthetics,He has a talent for photography.,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,his photos look like art fr ✨📸 talented photography king captures beauty 🙏 eye for aesthetics,He has a talent for photography.
saving money w discounts? dopamine hit fr ✨💰 coupon queen/king loves a good bargain 🙏 savvy shopper,I love finding discounts and coupons.,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,saving money w discounts? dopamine hit fr ✨💰 coupon queen/king loves a good bargain 🙏 savvy shopper,I love finding discounts and coupons.
"this project organization is chaos rn 🤯 needs better structure fr, get it together ppl 🙏 organize pls",This project needs better organization.,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,"this project organization is chaos rn 🤯 needs better structure fr, get it together ppl 🙏 organize pls",This project needs better organization.
she gets it fr ✨💖 empathy queen offers support & understanding 🙏 makes u feel seen,She offers support and empathy.,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,she gets it fr ✨💖 empathy queen offers support & understanding 🙏 makes u feel seen,She offers support and empathy.
"where tf did i park?? 🤔🚗 brain fart activated, lost car saga begins 🙏 send help (and my car)",I forgot where I parked my car.,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,"where tf did i park?? 🤔🚗 brain fart activated, lost car saga begins 🙏 send help (and my car)",I forgot where I parked my car.
bro SLAYS on the drums fr 🔥🥁 rhythm king got beats for days 🙏 drummer face activated,He is skilled at playing drums.,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,bro SLAYS on the drums fr 🔥🥁 rhythm king got beats for days 🙏 drummer face activated,He is skilled at playing drums.
astronomy makes my brain feel ✨infinite✨🔭 learning about stars & galaxies? mind blowing 🙏 cosmic perspective,I enjoy learning about astronomy.,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,astronomy makes my brain feel ✨infinite✨🔭 learning about stars & galaxies? mind blowing 🙏 cosmic perspective,I enjoy learning about astronomy.
"gotta assess this carefully before deciding fr 🙏 weigh the options, smart choices only ✨🧠 calculation time",This decision requires careful assessment.,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,"gotta assess this carefully before deciding fr 🙏 weigh the options, smart choices only ✨🧠 calculation time",This decision requires careful assessment.
she move like a ballerina fr ✨💃 graceful queen always elegant 🙏 ballerina vibes,She always looks graceful.,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,she move like a ballerina fr ✨💃 graceful queen always elegant 🙏 ballerina vibes,She always looks graceful.
phone storage perpetually FULL 😩📱 delete apps or photos? the daily struggle 🙏 digital hoarder,My phone storage is constantly full.,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,phone storage perpetually FULL 😩📱 delete apps or photos? the daily struggle 🙏 digital hoarder,My phone storage is constantly full.
his jokes got layers fr 🤔 clever king makes u think before u laugh 🙏 smart humor,He tells jokes that require thought.,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,his jokes got layers fr 🤔 clever king makes u think before u laugh 🙏 smart humor,He tells jokes that require thought.
cookie baking smell = happiness injection ✨🍪 warm sugar hug vibes fr 🙏 want some rn,I love the smell of baking cookies.,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,cookie baking smell = happiness injection ✨🍪 warm sugar hug vibes fr 🙏 want some rn,I love the smell of baking cookies.
"hol up gotta review this policy fr 🤔 somethin feels off, needs another look 🙏 scrutiny time",This policy needs review.,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,"hol up gotta review this policy fr 🤔 somethin feels off, needs another look 🙏 scrutiny time",This policy needs review.
"her directions actually make sense ✨🗺️ clear instructions queen, wont get u lost 🙏 helpful af",She provides clear directions.,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,"her directions actually make sense ✨🗺️ clear instructions queen, wont get u lost 🙏 helpful af",She provides clear directions.
"skin reacts to EVERYTHING 😩 sensitive skin struggles fr, gentle products only pls 🙏 irritation nation",My skin is sensitive.,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,"skin reacts to EVERYTHING 😩 sensitive skin struggles fr, gentle products only pls 🙏 irritation nation",My skin is sensitive.
bro reads maps like google itself 🗺️ navigation king never gets lost 🙏 human GPS,He is very good at reading maps.,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,bro reads maps like google itself 🗺️ navigation king never gets lost 🙏 human GPS,He is very good at reading maps.
commute podcasts make traffic bearable fr ✨🎧 learnin or laughin on the go 🙏 productive downtime,I enjoy listening to podcasts while commuting.,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,commute podcasts make traffic bearable fr ✨🎧 learnin or laughin on the go 🙏 productive downtime,I enjoy listening to podcasts while commuting.
"gotta make shi work w what we got fr 🙏 resourcefulness needed, get creative ✨🛠️ problem solve",This requires resourcefulness.,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,"gotta make shi work w what we got fr 🙏 resourcefulness needed, get creative ✨🛠️ problem solve",This requires resourcefulness.
"plane shaking but she's chill?? ✈️🧘‍♀️ calm during turbulence queen, nerves of steel 🙏 teach me zen",She remains calm during turbulence.,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,"plane shaking but she's chill?? ✈️🧘‍♀️ calm during turbulence queen, nerves of steel 🙏 teach me zen",She remains calm during turbulence.
tryna ditch the fizzy sugar juice 🥤🚫 less soda challenge accepted (difficulty: high) 🙏 healthier choices,I need to drink less soda.,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,tryna ditch the fizzy sugar juice 🥤🚫 less soda challenge accepted (difficulty: high) 🙏 healthier choices,I need to drink less soda.
bro learns languages like breathing?? 🤯 linguistic king got a gift fr 🙏 polyglot power,He has a gift for languages.,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,bro learns languages like breathing?? 🤯 linguistic king got a gift fr 🙏 polyglot power,He has a gift for languages.
campfire crackling = peak cozy outdoor vibes ✨🔥 primitive tv but better 🙏 warm & hypnotic,I love the sound of a crackling campfire.,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,campfire crackling = peak cozy outdoor vibes ✨🔥 primitive tv but better 🙏 warm & hypnotic,I love the sound of a crackling campfire.
"wait this agreement got loopholes?? 🤔 sneaky shi fr, gotta watch out 🙏 check the fine print x2",This agreement has loopholes.,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,"wait this agreement got loopholes?? 🤔 sneaky shi fr, gotta watch out 🙏 check the fine print x2",This agreement has loopholes.
"she stay prepared w a plan B (and C, D...) ✨📝 backup plan queen fr, always ready 🙏 strategic mind",She always has a backup plan.,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,"she stay prepared w a plan B (and C, D...) ✨📝 backup plan queen fr, always ready 🙏 strategic mind",She always has a backup plan.
"NOOO my fav jeans RIPPED 😭👖 ultimate betrayal by denim 🙏 RIP comfy companion, tragic loss",My favorite pair of jeans ripped.,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,"NOOO my fav jeans RIPPED 😭👖 ultimate betrayal by denim 🙏 RIP comfy companion, tragic loss",My favorite pair of jeans ripped.
"bro paints w pixels like magic ✨💻 skilled digital artist king fr, talent off charts 🙏 futuristic art",He is skilled at digital art.,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,"bro paints w pixels like magic ✨💻 skilled digital artist king fr, talent off charts 🙏 futuristic art",He is skilled at digital art.
need those quiet moments to just THINK fr 🤔 contemplation time essential 🙏 processing life vibes,I enjoy quiet moments of contemplation.,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,need those quiet moments to just THINK fr 🤔 contemplation time essential 🙏 processing life vibes,I enjoy quiet moments of contemplation.
"gotta word this PERFECTLY fr 🙏 careful communication needed, dont cause drama ✨🗣️ choose words wisely",This requires careful communication.,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,"gotta word this PERFECTLY fr 🙏 careful communication needed, dont cause drama ✨🗣️ choose words wisely",This requires careful communication.
her determination is unbreakable fr ✨💪 unwavering queen WILL achieve her goals 🙏 relentless spirit,She has unwavering determination.,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,her determination is unbreakable fr ✨💪 unwavering queen WILL achieve her goals 🙏 relentless spirit,She has unwavering determination.
"my brain leaky af, gotta set reminders for EVERYTHING 😩⏰ phone carrying the mental load fr 🙏 dont forget!",I need to set reminders for important tasks.,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,"my brain leaky af, gotta set reminders for EVERYTHING 😩⏰ phone carrying the mental load fr 🙏 dont forget!",I need to set reminders for important tasks.
his fictional stories suck u RIGHT in ✨📖 captivating storyteller king creates whole worlds 🙏 imagination goals,He tells captivating fictional stories.,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,his fictional stories suck u RIGHT in ✨📖 captivating storyteller king creates whole worlds 🙏 imagination goals,He tells captivating fictional stories.
"just watchin clouds float by? peak chill ✨☁️ relaxing af, finding shapes in the sky 🙏 simple joys",I love watching clouds drift by.,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,"just watchin clouds float by? peak chill ✨☁️ relaxing af, finding shapes in the sky 🙏 simple joys",I love watching clouds drift by.
ngl this choice got risk involved 😬🎲 gotta weigh if its worth it fr 🙏 calculated gamble?,This decision involves risk.,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,ngl this choice got risk involved 😬🎲 gotta weigh if its worth it fr 🙏 calculated gamble?,This decision involves risk.
she the person u need when ur grieving ✨💖 comfort queen holds space gently 🙏 supportive presence,She provides comfort during grief.,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,she the person u need when ur grieving ✨💖 comfort queen holds space gently 🙏 supportive presence,She provides comfort during grief.
"world lookin kinda fuzzy rn 🧐 blurry vision alert, need eye check maybe? 🙏 squinting hard",My vision seems blurry.,rejected,hf_parallel:shvn22k/brainrot-dataset,rejected,duplicate_exact_pair,"world lookin kinda fuzzy rn 🧐 blurry vision alert, need eye check maybe? 🙏 squinting hard",My vision seems blurry.
